OBJECTID1,OBJECTID2,OBJECTID1_admin1Name,OBJECTID1_admin2Name,OBJECTID1_admin3Name,OBJECTID2_admin1Name,OBJECTID2_admin2Name,OBJECTID2_admin3Name
114,116,Eastern,Kono,Lei,Eastern,Kono,Soa
116,116,Eastern,Kono,Soa,Eastern,Kono,Soa
117,116,Eastern,Kono,Gbane,Eastern,Kono,Soa
118,116,Eastern,Kono,Gbane Kandor,Eastern,Kono,Soa
22,117,Eastern,Kailahun,Penguia,Eastern,Kono,Gbane
60,117,Eastern,Kenema,Lower Bambara,Eastern,Kono,Gbane
61,117,Eastern,Kenema,Malegohun,Eastern,Kono,Gbane
82,117,Eastern,Kailahun,Yawei,Eastern,Kono,Gbane
112,117,Eastern,Kono,Fiama,Eastern,Kono,Gbane
116,117,Eastern,Kono,Soa,Eastern,Kono,Gbane
117,117,Eastern,Kono,Gbane,Eastern,Kono,Gbane
123,117,Eastern,Kono,Tankoro,Eastern,Kono,Gbane
166,117,Eastern,Kono,Gorama Kono,Eastern,Kono,Gbane
114,118,Eastern,Kono,Lei,Eastern,Kono,Gbane Kandor
116,118,Eastern,Kono,Soa,Eastern,Kono,Gbane Kandor
118,118,Eastern,Kono,Gbane Kandor,Eastern,Kono,Gbane Kandor
121,118,Eastern,Kono,Mafindor,Eastern,Kono,Gbane Kandor
112,119,Eastern,Kono,Fiama,Eastern,Kono,Gbense
114,119,Eastern,Kono,Lei,Eastern,Kono,Gbense
119,119,Eastern,Kono,Gbense,Eastern,Kono,Gbense
120,119,Eastern,Kono,Kamara,Eastern,Kono,Gbense
122,119,Eastern,Kono,Nimikoro,Eastern,Kono,Gbense
123,119,Eastern,Kono,Tankoro,Eastern,Kono,Gbense
124,119,Eastern,Kono,Koidu Town,Eastern,Kono,Gbense
126,119,Eastern,Kono,Sandor,Eastern,Kono,Gbense
119,120,Eastern,Kono,Gbense,Eastern,Kono,Kamara
120,120,Eastern,Kono,Kamara,Eastern,Kono,Kamara
122,120,Eastern,Kono,Nimikoro,Eastern,Kono,Kamara
126,120,Eastern,Kono,Sandor,Eastern,Kono,Kamara
114,121,Eastern,Kono,Lei,Eastern,Kono,Mafindor
118,121,Eastern,Kono,Gbane Kandor,Eastern,Kono,Mafindor
121,121,Eastern,Kono,Mafindor,Eastern,Kono,Mafindor
119,122,Eastern,Kono,Gbense,Eastern,Kono,Nimikoro
120,122,Eastern,Kono,Kamara,Eastern,Kono,Nimikoro
122,122,Eastern,Kono,Nimikoro,Eastern,Kono,Nimikoro
123,122,Eastern,Kono,Tankoro,Eastern,Kono,Nimikoro
124,122,Eastern,Kono,Koidu Town,Eastern,Kono,Nimikoro
125,122,Eastern,Kono,Nimiyama,Eastern,Kono,Nimikoro
126,122,Eastern,Kono,Sandor,Eastern,Kono,Nimikoro
166,122,Eastern,Kono,Gorama Kono,Eastern,Kono,Nimikoro
112,123,Eastern,Kono,Fiama,Eastern,Kono,Tankoro
117,123,Eastern,Kono,Gbane,Eastern,Kono,Tankoro
119,123,Eastern,Kono,Gbense,Eastern,Kono,Tankoro
122,123,Eastern,Kono,Nimikoro,Eastern,Kono,Tankoro
123,123,Eastern,Kono,Tankoro,Eastern,Kono,Tankoro
124,123,Eastern,Kono,Koidu Town,Eastern,Kono,Tankoro
166,123,Eastern,Kono,Gorama Kono,Eastern,Kono,Tankoro
119,124,Eastern,Kono,Gbense,Eastern,Kono,Koidu Town
122,124,Eastern,Kono,Nimikoro,Eastern,Kono,Koidu Town
123,124,Eastern,Kono,Tankoro,Eastern,Kono,Koidu Town
124,124,Eastern,Kono,Koidu Town,Eastern,Kono,Koidu Town
58,125,Eastern,Kenema,Gorama Mende,Eastern,Kono,Nimiyama
103,125,Northern,Tonkolili,Kunike,Eastern,Kono,Nimiyama
122,125,Eastern,Kono,Nimikoro,Eastern,Kono,Nimiyama
125,125,Eastern,Kono,Nimiyama,Eastern,Kono,Nimiyama
126,125,Eastern,Kono,Sandor,Eastern,Kono,Nimiyama
135,125,Northern,Koinadugu,Nieni,Eastern,Kono,Nimiyama
166,125,Eastern,Kono,Gorama Kono,Eastern,Kono,Nimiyama
114,126,Eastern,Kono,Lei,Eastern,Kono,Sandor
119,126,Eastern,Kono,Gbense,Eastern,Kono,Sandor
120,126,Eastern,Kono,Kamara,Eastern,Kono,Sandor
122,126,Eastern,Kono,Nimikoro,Eastern,Kono,Sandor
125,126,Eastern,Kono,Nimiyama,Eastern,Kono,Sandor
126,126,Eastern,Kono,Sandor,Eastern,Kono,Sandor
133,126,Northern,Koinadugu,Neya,Eastern,Kono,Sandor
135,126,Northern,Koinadugu,Nieni,Eastern,Kono,Sandor
114,127,Eastern,Kono,Lei,Eastern,Kono,Toli
127,127,Eastern,Kono,Toli,Eastern,Kono,Toli
133,127,Northern,Koinadugu,Neya,Eastern,Kono,Toli
88,128,Northern,Tonkolili,Kalansogoia,Northern,Koinadugu,Diang
105,128,Northern,Tonkolili,Sambaya,Northern,Koinadugu,Diang
128,128,Northern,Koinadugu,Diang,Northern,Koinadugu,Diang
130,128,Northern,Koinadugu,Kasunko,Northern,Koinadugu,Diang
134,128,Northern,Koinadugu,Sengbe,Northern,Koinadugu,Diang
135,128,Northern,Koinadugu,Nieni,Northern,Koinadugu,Diang
137,128,Northern,Koinadugu,Wara Wara Yagal,Northern,Koinadugu,Diang
26,129,Northern,Koinadugu,Sulima,Northern,Koinadugu,Folosaba Dembel
104,129,Northern,Koinadugu,Dembelia - Sink,Northern,Koinadugu,Folosaba Dembel
129,129,Northern,Koinadugu,Folosaba Dembel,Northern,Koinadugu,Folosaba Dembel
131,129,Northern,Koinadugu,Wara Wara Bafod,Northern,Koinadugu,Folosaba Dembel
134,129,Northern,Koinadugu,Sengbe,Northern,Koinadugu,Folosaba Dembel
137,129,Northern,Koinadugu,Wara Wara Yagal,Northern,Koinadugu,Folosaba Dembel
30,130,Northern,Bombali,Sanda Loko,Northern,Koinadugu,Kasunko
88,130,Northern,Tonkolili,Kalansogoia,Northern,Koinadugu,Kasunko
128,130,Northern,Koinadugu,Diang,Northern,Koinadugu,Kasunko
130,130,Northern,Koinadugu,Kasunko,Northern,Koinadugu,Kasunko
131,130,Northern,Koinadugu,Wara Wara Bafod,Northern,Koinadugu,Kasunko
137,130,Northern,Koinadugu,Wara Wara Yagal,Northern,Koinadugu,Kasunko
138,130,Northern,Bombali,Biriwa,Northern,Koinadugu,Kasunko
148,130,Northern,Bombali,Sella Limba,Northern,Koinadugu,Kasunko
149,130,Northern,Bombali,Tambakha,Northern,Koinadugu,Kasunko
129,131,Northern,Koinadugu,Folosaba Dembel,Northern,Koinadugu,Wara Wara Bafod
130,131,Northern,Koinadugu,Kasunko,Northern,Koinadugu,Wara Wara Bafod
131,131,Northern,Koinadugu,Wara Wara Bafod,Northern,Koinadugu,Wara Wara Bafod
137,131,Northern,Koinadugu,Wara Wara Yagal,Northern,Koinadugu,Wara Wara Bafod
149,131,Northern,Bombali,Tambakha,Northern,Koinadugu,Wara Wara Bafod
26,132,Northern,Koinadugu,Sulima,Northern,Koinadugu,Mongo
132,132,Northern,Koinadugu,Mongo,Northern,Koinadugu,Mongo
133,132,Northern,Koinadugu,Neya,Northern,Koinadugu,Mongo
134,132,Northern,Koinadugu,Sengbe,Northern,Koinadugu,Mongo
135,132,Northern,Koinadugu,Nieni,Northern,Koinadugu,Mongo
114,133,Eastern,Kono,Lei,Northern,Koinadugu,Neya
126,133,Eastern,Kono,Sandor,Northern,Koinadugu,Neya
127,133,Eastern,Kono,Toli,Northern,Koinadugu,Neya
132,133,Northern,Koinadugu,Mongo,Northern,Koinadugu,Neya
133,133,Northern,Koinadugu,Neya,Northern,Koinadugu,Neya
135,133,Northern,Koinadugu,Nieni,Northern,Koinadugu,Neya
26,134,Northern,Koinadugu,Sulima,Northern,Koinadugu,Sengbe
128,134,Northern,Koinadugu,Diang,Northern,Koinadugu,Sengbe
129,134,Northern,Koinadugu,Folosaba Dembel,Northern,Koinadugu,Sengbe
132,134,Northern,Koinadugu,Mongo,Northern,Koinadugu,Sengbe
134,134,Northern,Koinadugu,Sengbe,Northern,Koinadugu,Sengbe
135,134,Northern,Koinadugu,Nieni,Northern,Koinadugu,Sengbe
137,134,Northern,Koinadugu,Wara Wara Yagal,Northern,Koinadugu,Sengbe
103,135,Northern,Tonkolili,Kunike,Northern,Koinadugu,Nieni
105,135,Northern,Tonkolili,Sambaya,Northern,Koinadugu,Nieni
125,135,Eastern,Kono,Nimiyama,Northern,Koinadugu,Nieni
126,135,Eastern,Kono,Sandor,Northern,Koinadugu,Nieni
128,135,Northern,Koinadugu,Diang,Northern,Koinadugu,Nieni
132,135,Northern,Koinadugu,Mongo,Northern,Koinadugu,Nieni
133,135,Northern,Koinadugu,Neya,Northern,Koinadugu,Nieni
134,135,Northern,Koinadugu,Sengbe,Northern,Koinadugu,Nieni
135,135,Northern,Koinadugu,Nieni,Northern,Koinadugu,Nieni
3,136,Northern,Port Loko,Bureh Kasseh Ma,Northern,Kambia,Mambolo
109,136,Northern,Port Loko,Lokomasama,Northern,Kambia,Mambolo
136,136,Northern,Kambia,Mambolo,Northern,Kambia,Mambolo
151,136,Northern,Kambia,Magbema,Northern,Kambia,Mambolo
153,136,Northern,Kambia,Samu,Northern,Kambia,Mambolo
128,137,Northern,Koinadugu,Diang,Northern,Koinadugu,Wara Wara Yagal
129,137,Northern,Koinadugu,Folosaba Dembel,Northern,Koinadugu,Wara Wara Yagal
130,137,Northern,Koinadugu,Kasunko,Northern,Koinadugu,Wara Wara Yagal
131,137,Northern,Koinadugu,Wara Wara Bafod,Northern,Koinadugu,Wara Wara Yagal
134,137,Northern,Koinadugu,Sengbe,Northern,Koinadugu,Wara Wara Yagal
137,137,Northern,Koinadugu,Wara Wara Yagal,Northern,Koinadugu,Wara Wara Yagal
30,138,Northern,Bombali,Sanda Loko,Northern,Bombali,Biriwa
88,138,Northern,Tonkolili,Kalansogoia,Northern,Bombali,Biriwa
130,138,Northern,Koinadugu,Kasunko,Northern,Bombali,Biriwa
138,138,Northern,Bombali,Biriwa,Northern,Bombali,Biriwa
141,138,Northern,Bombali,Gbendembu Ngowa,Northern,Bombali,Biriwa
143,138,Northern,Bombali,Magbaimba Ndorh,Northern,Bombali,Biriwa
146,138,Northern,Bombali,Safroko Limba,Northern,Bombali,Biriwa
30,139,Northern,Bombali,Sanda Loko,Northern,Bombali,Gbanti Kamarank
111,139,Northern,Port Loko,Sanda Magbolont,Northern,Bombali,Gbanti Kamarank
139,139,Northern,Bombali,Gbanti Kamarank,Northern,Bombali,Gbanti Kamarank
143,139,Northern,Bombali,Magbaimba Ndorh,Northern,Bombali,Gbanti Kamarank
147,139,Northern,Bombali,Sanda Tendaran,Northern,Bombali,Gbanti Kamarank
154,139,Northern,Kambia,Tonko Limba,Northern,Bombali,Gbanti Kamarank
100,140,Northern,Tonkolili,Malal Mara,Northern,Bombali,Bombali Sebora
102,140,Northern,Tonkolili,Kholifa Rowala,Northern,Bombali,Bombali Sebora
140,140,Northern,Bombali,Bombali Sebora,Northern,Bombali,Bombali Sebora
144,140,Northern,Bombali,Paki Masabong,Northern,Bombali,Bombali Sebora
145,140,Northern,Bombali,Makari Gbanti,Northern,Bombali,Bombali Sebora
146,140,Northern,Bombali,Safroko Limba,Northern,Bombali,Bombali Sebora
150,140,Northern,Bombali,Makeni Town,Northern,Bombali,Bombali Sebora
138,141,Northern,Bombali,Biriwa,Northern,Bombali,Gbendembu Ngowa
141,141,Northern,Bombali,Gbendembu Ngowa,Northern,Bombali,Gbendembu Ngowa
142,141,Northern,Bombali,Libeisaygahun,Northern,Bombali,Gbendembu Ngowa
143,141,Northern,Bombali,Magbaimba Ndorh,Northern,Bombali,Gbendembu Ngowa
145,141,Northern,Bombali,Makari Gbanti,Northern,Bombali,Gbendembu Ngowa
146,141,Northern,Bombali,Safroko Limba,Northern,Bombali,Gbendembu Ngowa
147,141,Northern,Bombali,Sanda Tendaran,Northern,Bombali,Gbendembu Ngowa
11,142,Northern,Port Loko,Buya Romende,Northern,Bombali,Libeisaygahun
96,142,Northern,Port Loko,Dibia,Northern,Bombali,Libeisaygahun
111,142,Northern,Port Loko,Sanda Magbolont,Northern,Bombali,Libeisaygahun
113,142,Northern,Port Loko,TMS,Northern,Bombali,Libeisaygahun
141,142,Northern,Bombali,Gbendembu Ngowa,Northern,Bombali,Libeisaygahun
142,142,Northern,Bombali,Libeisaygahun,Northern,Bombali,Libeisaygahun
145,142,Northern,Bombali,Makari Gbanti,Northern,Bombali,Libeisaygahun
147,142,Northern,Bombali,Sanda Tendaran,Northern,Bombali,Libeisaygahun
30,143,Northern,Bombali,Sanda Loko,Northern,Bombali,Magbaimba Ndorh
138,143,Northern,Bombali,Biriwa,Northern,Bombali,Magbaimba Ndorh
139,143,Northern,Bombali,Gbanti Kamarank,Northern,Bombali,Magbaimba Ndorh
141,143,Northern,Bombali,Gbendembu Ngowa,Northern,Bombali,Magbaimba Ndorh
143,143,Northern,Bombali,Magbaimba Ndorh,Northern,Bombali,Magbaimba Ndorh
147,143,Northern,Bombali,Sanda Tendaran,Northern,Bombali,Magbaimba Ndorh
99,144,Northern,Tonkolili,Kafe Simiria,Northern,Bombali,Paki Masabong
102,144,Northern,Tonkolili,Kholifa Rowala,Northern,Bombali,Paki Masabong
140,144,Northern,Bombali,Bombali Sebora,Northern,Bombali,Paki Masabong
144,144,Northern,Bombali,Paki Masabong,Northern,Bombali,Paki Masabong
146,144,Northern,Bombali,Safroko Limba,Northern,Bombali,Paki Masabong
11,145,Northern,Port Loko,Buya Romende,Northern,Bombali,Makari Gbanti
89,145,Northern,Port Loko,Marampa,Northern,Bombali,Makari Gbanti
100,145,Northern,Tonkolili,Malal Mara,Northern,Bombali,Makari Gbanti
140,145,Northern,Bombali,Bombali Sebora,Northern,Bombali,Makari Gbanti
141,145,Northern,Bombali,Gbendembu Ngowa,Northern,Bombali,Makari Gbanti
142,145,Northern,Bombali,Libeisaygahun,Northern,Bombali,Makari Gbanti
145,145,Northern,Bombali,Makari Gbanti,Northern,Bombali,Makari Gbanti
146,145,Northern,Bombali,Safroko Limba,Northern,Bombali,Makari Gbanti
150,145,Northern,Bombali,Makeni Town,Northern,Bombali,Makari Gbanti
88,146,Northern,Tonkolili,Kalansogoia,Northern,Bombali,Safroko Limba
99,146,Northern,Tonkolili,Kafe Simiria,Northern,Bombali,Safroko Limba
138,146,Northern,Bombali,Biriwa,Northern,Bombali,Safroko Limba
140,146,Northern,Bombali,Bombali Sebora,Northern,Bombali,Safroko Limba
141,146,Northern,Bombali,Gbendembu Ngowa,Northern,Bombali,Safroko Limba
144,146,Northern,Bombali,Paki Masabong,Northern,Bombali,Safroko Limba
145,146,Northern,Bombali,Makari Gbanti,Northern,Bombali,Safroko Limba
146,146,Northern,Bombali,Safroko Limba,Northern,Bombali,Safroko Limba
111,147,Northern,Port Loko,Sanda Magbolont,Northern,Bombali,Sanda Tendaran
139,147,Northern,Bombali,Gbanti Kamarank,Northern,Bombali,Sanda Tendaran
141,147,Northern,Bombali,Gbendembu Ngowa,Northern,Bombali,Sanda Tendaran
142,147,Northern,Bombali,Libeisaygahun,Northern,Bombali,Sanda Tendaran
143,147,Northern,Bombali,Magbaimba Ndorh,Northern,Bombali,Sanda Tendaran
147,147,Northern,Bombali,Sanda Tendaran,Northern,Bombali,Sanda Tendaran
30,148,Northern,Bombali,Sanda Loko,Northern,Bombali,Sella Limba
130,148,Northern,Koinadugu,Kasunko,Northern,Bombali,Sella Limba
148,148,Northern,Bombali,Sella Limba,Northern,Bombali,Sella Limba
149,148,Northern,Bombali,Tambakha,Northern,Bombali,Sella Limba
154,148,Northern,Kambia,Tonko Limba,Northern,Bombali,Sella Limba
12,149,Northern,Kambia,Bramaia,Northern,Bombali,Tambakha
130,149,Northern,Koinadugu,Kasunko,Northern,Bombali,Tambakha
131,149,Northern,Koinadugu,Wara Wara Bafod,Northern,Bombali,Tambakha
148,149,Northern,Bombali,Sella Limba,Northern,Bombali,Tambakha
149,149,Northern,Bombali,Tambakha,Northern,Bombali,Tambakha
154,149,Northern,Kambia,Tonko Limba,Northern,Bombali,Tambakha
140,150,Northern,Bombali,Bombali Sebora,Northern,Bombali,Makeni Town
145,150,Northern,Bombali,Makari Gbanti,Northern,Bombali,Makeni Town
150,150,Northern,Bombali,Makeni Town,Northern,Bombali,Makeni Town
3,151,Northern,Port Loko,Bureh Kasseh Ma,Northern,Kambia,Magbema
12,151,Northern,Kambia,Bramaia,Northern,Kambia,Magbema
79,151,Northern,Kambia,Gbinle Dixing,Northern,Kambia,Magbema
136,151,Northern,Kambia,Mambolo,Northern,Kambia,Magbema
151,151,Northern,Kambia,Magbema,Northern,Kambia,Magbema
152,151,Northern,Kambia,Masungbala,Northern,Kambia,Magbema
153,151,Northern,Kambia,Samu,Northern,Kambia,Magbema
154,151,Northern,Kambia,Tonko Limba,Northern,Kambia,Magbema
3,152,Northern,Port Loko,Bureh Kasseh Ma,Northern,Kambia,Masungbala
111,152,Northern,Port Loko,Sanda Magbolont,Northern,Kambia,Masungbala
151,152,Northern,Kambia,Magbema,Northern,Kambia,Masungbala
152,152,Northern,Kambia,Masungbala,Northern,Kambia,Masungbala
154,152,Northern,Kambia,Tonko Limba,Northern,Kambia,Masungbala
79,153,Northern,Kambia,Gbinle Dixing,Northern,Kambia,Samu
136,153,Northern,Kambia,Mambolo,Northern,Kambia,Samu
151,153,Northern,Kambia,Magbema,Northern,Kambia,Samu
153,153,Northern,Kambia,Samu,Northern,Kambia,Samu
12,154,Northern,Kambia,Bramaia,Northern,Kambia,Tonko Limba
30,154,Northern,Bombali,Sanda Loko,Northern,Kambia,Tonko Limba
111,154,Northern,Port Loko,Sanda Magbolont,Northern,Kambia,Tonko Limba
139,154,Northern,Bombali,Gbanti Kamarank,Northern,Kambia,Tonko Limba
148,154,Northern,Bombali,Sella Limba,Northern,Kambia,Tonko Limba
149,154,Northern,Bombali,Tambakha,Northern,Kambia,Tonko Limba
151,154,Northern,Kambia,Magbema,Northern,Kambia,Tonko Limba
152,154,Northern,Kambia,Masungbala,Northern,Kambia,Tonko Limba
154,154,Northern,Kambia,Tonko Limba,Northern,Kambia,Tonko Limba
2,155,Northern,Port Loko,Koya,Western,Western Area Rural,Koya Rural
53,155,Southern,Moyamba,Ribbi,Western,Western Area Rural,Koya Rural
155,155,Western,Western Area Rural,Koya Rural,Western,Western Area Rural,Koya Rural
157,155,Western,Western Area Rural,Waterloo Rural,Western,Western Area Rural,Koya Rural
158,155,Western,Western Area Rural,York Rural,Western,Western Area Rural,Koya Rural
156,156,Western,Western Area Rural,Mountain Rural,Western,Western Area Rural,Mountain Rural
157,156,Western,Western Area Rural,Waterloo Rural,Western,Western Area Rural,Mountain Rural
158,156,Western,Western Area Rural,York Rural,Western,Western Area Rural,Mountain Rural
159,156,Western,Western Area Urban,Central I,Western,Western Area Rural,Mountain Rural
161,156,Western,Western Area Urban,East II,Western,Western Area Rural,Mountain Rural
163,156,Western,Western Area Urban,West III,Western,Western Area Rural,Mountain Rural
165,156,Western,Western Area Urban,West II,Western,Western Area Rural,Mountain Rural
167,156,Western,Western Area Urban,East III,Western,Western Area Rural,Mountain Rural
2,157,Northern,Port Loko,Koya,Western,Western Area Rural,Waterloo Rural
155,157,Western,Western Area Rural,Koya Rural,Western,Western Area Rural,Waterloo Rural
156,157,Western,Western Area Rural,Mountain Rural,Western,Western Area Rural,Waterloo Rural
157,157,Western,Western Area Rural,Waterloo Rural,Western,Western Area Rural,Waterloo Rural
158,157,Western,Western Area Rural,York Rural,Western,Western Area Rural,Waterloo Rural
167,157,Western,Western Area Urban,East III,Western,Western Area Rural,Waterloo Rural
155,158,Western,Western Area Rural,Koya Rural,Western,Western Area Rural,York Rural
156,158,Western,Western Area Rural,Mountain Rural,Western,Western Area Rural,York Rural
157,158,Western,Western Area Rural,Waterloo Rural,Western,Western Area Rural,York Rural
158,158,Western,Western Area Rural,York Rural,Western,Western Area Rural,York Rural
163,158,Western,Western Area Urban,West III,Western,Western Area Rural,York Rural
156,159,Western,Western Area Rural,Mountain Rural,Western,Western Area Urban,Central I
159,159,Western,Western Area Urban,Central I,Western,Western Area Urban,Central I
161,159,Western,Western Area Urban,East II,Western,Western Area Urban,Central I
162,159,Western,Western Area Urban,Central II,Western,Western Area Urban,Central I
165,159,Western,Western Area Urban,West II,Western,Western Area Urban,Central I
160,160,Western,Western Area Urban,East I,Western,Western Area Urban,East I
161,160,Western,Western Area Urban,East II,Western,Western Area Urban,East I
167,160,Western,Western Area Urban,East III,Western,Western Area Urban,East I
156,161,Western,Western Area Rural,Mountain Rural,Western,Western Area Urban,East II
159,161,Western,Western Area Urban,Central I,Western,Western Area Urban,East II
160,161,Western,Western Area Urban,East I,Western,Western Area Urban,East II
161,161,Western,Western Area Urban,East II,Western,Western Area Urban,East II
167,161,Western,Western Area Urban,East III,Western,Western Area Urban,East II
159,162,Western,Western Area Urban,Central I,Western,Western Area Urban,Central II
162,162,Western,Western Area Urban,Central II,Western,Western Area Urban,Central II
164,162,Western,Western Area Urban,West I,Western,Western Area Urban,Central II
165,162,Western,Western Area Urban,West II,Western,Western Area Urban,Central II
156,163,Western,Western Area Rural,Mountain Rural,Western,Western Area Urban,West III
158,163,Western,Western Area Rural,York Rural,Western,Western Area Urban,West III
163,163,Western,Western Area Urban,West III,Western,Western Area Urban,West III
165,163,Western,Western Area Urban,West II,Western,Western Area Urban,West III
162,164,Western,Western Area Urban,Central II,Western,Western Area Urban,West I
164,164,Western,Western Area Urban,West I,Western,Western Area Urban,West I
165,164,Western,Western Area Urban,West II,Western,Western Area Urban,West I
156,165,Western,Western Area Rural,Mountain Rural,Western,Western Area Urban,West II
159,165,Western,Western Area Urban,Central I,Western,Western Area Urban,West II
162,165,Western,Western Area Urban,Central II,Western,Western Area Urban,West II
163,165,Western,Western Area Urban,West III,Western,Western Area Urban,West II
164,165,Western,Western Area Urban,West I,Western,Western Area Urban,West II
165,165,Western,Western Area Urban,West II,Western,Western Area Urban,West II
55,166,Eastern,Kenema,Dodo,Eastern,Kono,Gorama Kono
58,166,Eastern,Kenema,Gorama Mende,Eastern,Kono,Gorama Kono
60,166,Eastern,Kenema,Lower Bambara,Eastern,Kono,Gorama Kono
67,166,Eastern,Kenema,Wandor,Eastern,Kono,Gorama Kono
117,166,Eastern,Kono,Gbane,Eastern,Kono,Gorama Kono
122,166,Eastern,Kono,Nimikoro,Eastern,Kono,Gorama Kono
123,166,Eastern,Kono,Tankoro,Eastern,Kono,Gorama Kono
125,166,Eastern,Kono,Nimiyama,Eastern,Kono,Gorama Kono
166,166,Eastern,Kono,Gorama Kono,Eastern,Kono,Gorama Kono
156,167,Western,Western Area Rural,Mountain Rural,Western,Western Area Urban,East III
157,167,Western,Western Area Rural,Waterloo Rural,Western,Western Area Urban,East III
160,167,Western,Western Area Urban,East I,Western,Western Area Urban,East III
161,167,Western,Western Area Urban,East II,Western,Western Area Urban,East III
167,167,Western,Western Area Urban,East III,Western,Western Area Urban,East III
168,168,Northern,Port Loko,Tasso Island,Northern,Port Loko,Tasso Island
